0.15532,0.160984,7.15462e+22
0.156015,0.0773349,0
0.185492,0.0708312,4.57258e-41
0.0165166,0.166594,4.57258e-41
0.0670884,0.0284482,4.57258e-41
0.161695,0.0505158,4.57258e-41
0.138027,0.00930763,4.57258e-41
0.139369,0.0417437,4.57258e-41
0.0253572,0.0394552,0
0.0444079,0.0879147,4.57258e-41
0.161721,0.0267319,4.57258e-41
0.0876081,0.0867847,4.57258e-41
0.0912315,0.0374877,4.57258e-41
0.077441,0.191515,4.57258e-41
0.0232146,0.0704245,4.57258e-41
0.0695214,0.0639506,4.57258e-41
0.144539,0.164153,4.57258e-41
0.180196,0.148777,4.57258e-41
0.0972771,0.108345,4.57258e-41
0.0377156,0.0134966,4.57258e-41
0.137251,0.0475976,4.57258e-41
0.0814338,0.00498458,4.57258e-41
0.0663085,0.0901228,4.57258e-41
0.188449,0.115306,4.57258e-41
0.108632,0.186731,4.57258e-41
0.190769,0.0425183,4.57258e-41
0.0398126,0.18992,4.57258e-41
0.184421,0.195373,4.57258e-41
0.0743582,0.136523,4.57258e-41
0.166961,0.18986,4.57258e-41
0.131749,0.0821031,4.57258e-41
0.0121363,0.152926,4.57258e-41
0.0902734,0.0394552,0
0.171631,0.160984,0
0.0250983,0.186731,0
0.0986546,0.164153,0
0.00956143,0.0402788,0
0.0856269,0.150922,0
0.16637,0.0302367,0
0.134315,0.13633,0
0.161721,0.0182542,0
0.185492,0.0613014,0
0.0398126,0.0188127,0
0.0972771,0.0981434,0
0.169788,0.154192,0
0.0397992,0.186578,0
0.0882036,0.0397992,0
0.137103,0.0956199,0
0.0912315,0.0681337,0
0.0743582,0.0832016,0
0.114367,0.0831689,0
0.0771254,0.0475976,0
0.161695,0.0799263,0
0.0241899,0.0884984,0
0.0429215,0.0655552,0
0.0814338,0.0939155,0
0.156348,0.00930763,0
0.0944504,0.0704245,0
0.131749,0.169581,0
0.0159574,0.0901228,0
0.108934,0.194003,0
0.0948199,0.0719358,0
0.126986,0.0346554,0
0.0121363,0.034724,0
0.171631,0.0438982,0
0.121232,0.0315389,420.161
0.167318,0.0925871,0
0.0190978,0.152862,0
0.0867457,0.0543376,0
0.136689,0.0106366,0
0.105013,0.0913752,0
0.17045,0.0229654,0
0.185492,0.116281,0
0.161721,0.0563576,0
0.108615,0.165002,0
0.0498024,0.0981434,0
0.169788,0.153314,0
0.067933,0.0145463,0
0.0882036,0.024231,0
0.074045,0.134357,0
0.0625744,0.1923,0
0.157984,0.156324,0
0.00263929,0.0681337,0
0.0300793,0.115584,0
0.158075,0.126805,0
0.161695,0.114874,0
0.0990166,0.0835162,0
0.0175909,0.0723923,0
0.131749,0.0723651,0
0.171895,0.00930763,0
0.12683,0.0189447,0
0.100756,0.171559,0
0.026659,0.115796,0
0.0692057,0.0896297,0
0.178242,0.194003,0
0.0470506,0.153828,0
0.0862261,0.193165,72.0119
0.0917576,0.0394552,68.1351
0.178323,0.114421,154.021
0.180045,0.0438982,67.2552
0.11577,0.0275869,0
0.136689,0.0160003,0
0.134289,0.0543376,0
0.105013,0.116868,0
0.182057,0.165002,0
0.162245,0.0563576,0
0.185492,0.09104,0
0.0621792,0.0356412,0
0.067933,0.171376,0
0.00313128,0.114327,0
0.169788,0.100285,0
0.164699,0.0523699,0
0.0321508,0.0694591,0
0.137064,0.0681337,0
0.175556,0.0122704,0
0.108816,0.0958853,0
0.110303,0.126805,0
0.0647691,0.0595639,0
0.161695,0.0827283,0
0.0359412,0.0723923,0
0.178172,0.108486,0
0.0505658,0.0189447,0
0.0808334,0.00930763,0
0.0515164,0.0868782,0
0.026659,0.192165,0
0.0731657,0.0896297,0
0.0848564,0.0915174,0
0.0779691,0.153828,0
0.0319325,0.0806118,0
0.0917576,0.0515749,0
0.180045,0.0260204,0
0.167318,0.100256,4.57258e-41
0.0260204,0.058031,0
0.140259,0.0685889,0
0.0401499,0.108807,0
0.166093,0.124924,0
0.100146,0.165002,0
0.0578135,0.0968742,0
0.185492,0.0415013,0
0.17871,0.106647,0
0.067933,0.0272637,0
0.099927,0.021876,0
0.169788,0.0225877,0
0.064161,0.0523699,0
0.135064,0.186459,0
0.0282728,0.00771165,0
0.175556,0.15655,0
0.108816,0.0904999,0
0.110303,0.0914327,0
0.15655,0.0721202,0
0.135514,0.00305309,0
0.0359412,0.125771,0
0.0226394,0.186532,0
0.128816,0.0189447,0
0.0738249,0.0930908,0
0.161553,0.100466,0
0.100687,0.0540234,0
0.0634524,0.0141314,0
0.0848564,0.0918442,0
0.0469308,0.0575297,0
0.0408459,0.0953336,0
0.0976276,0.170097,0
0.0743371,0.0438982,0
0.167318,0.0218959,191.739
